0,Kroger Pharmacy,369,13.42,https://www.goodrx.com/tadalafil-cialis?dosage=2.5mg&amp;form=tablet&amp;label_override=tadalafil+%28Cialis%29&amp;quantity=30&amp;sort_type=popularity,77084
1,Costco,308,11.99,https://www.goodrx.com/tadalafil-cialis?dosage=2.5mg&amp;form=tablet&amp;label_override=tadalafil+%28Cialis%29&amp;quantity=30&amp;sort_type=popularity,77084
2,HEB Grocery,200,12.17,https://www.goodrx.com/tadalafil-cialis?dosage=2.5mg&amp;form=tablet&amp;label_override=tadalafil+%28Cialis%29&amp;quantity=30&amp;sort_type=popularity,77084
3,Randall's,316,11.70,https://www.goodrx.com/tadalafil-cialis?dosage=2.5mg&amp;form=tablet&amp;label_override=tadalafil+%28Cialis%29&amp;quantity=30&amp;sort_type=popularity,77084
4,Walmart Neighborhood Market,348,23.05,https://www.goodrx.com/tadalafil-cialis?dosage=2.5mg&amp;form=tablet&amp;label_override=tadalafil+%28Cialis%29&amp;quantity=30&amp;sort_type=popularity,77084
5,CVS Pharmacy,266,97.90,https://www.goodrx.com/tadalafil-cialis?dosage=2.5mg&amp;form=tablet&amp;label_override=tadalafil+%28Cialis%29&amp;quantity=30&amp;sort_type=popularity,77084
6,Walmart,349,23.05,https://www.goodrx.com/tadalafil-cialis?dosage=2.5mg&amp;form=tablet&amp;label_override=tadalafil+%28Cialis%29&amp;quantity=30&amp;sort_type=popularity,77084
7,Target (CVS),265,97.90,https://www.goodrx.com/tadalafil-cialis?dosage=2.5mg&amp;form=tablet&amp;label_override=tadalafil+%28Cialis%29&amp;quantity=30&amp;sort_type=popularity,77084
8,Walgreens,266,96.23,https://www.goodrx.com/tadalafil-cialis?dosage=2.5mg&amp;form=tablet&amp;label_override=tadalafil+%28Cialis%29&amp;quantity=30&amp;sort_type=popularity,77084
9,Carepoint Pharmacy,308,13.70,https://www.goodrx.com/tadalafil-cialis?dosage=2.5mg&amp;form=tablet&amp;label_override=tadalafil+%28Cialis%29&amp;quantity=30&amp;sort_type=popularity,77084
