0,Jewel-Osco,969,18.57,https://www.goodrx.com/tadalafil-cialis?dosage=10mg&amp;form=tablet&amp;label_override=tadalafil+%28Cialis%29&amp;quantity=30&amp;sort_type=popularity,60629
1,Walmart,2040,30.19,https://www.goodrx.com/tadalafil-cialis?dosage=10mg&amp;form=tablet&amp;label_override=tadalafil+%28Cialis%29&amp;quantity=30&amp;sort_type=popularity,60629
2,Costco,50,14.30,https://www.goodrx.com/tadalafil-cialis?dosage=10mg&amp;form=tablet&amp;label_override=tadalafil+%28Cialis%29&amp;quantity=30&amp;sort_type=popularity,60629
3,Kroger Pharmacy,2164,19.85,https://www.goodrx.com/tadalafil-cialis?dosage=10mg&amp;form=tablet&amp;label_override=tadalafil+%28Cialis%29&amp;quantity=30&amp;sort_type=popularity,60629
4,Mariano's,2164,19.85,https://www.goodrx.com/tadalafil-cialis?dosage=10mg&amp;form=tablet&amp;label_override=tadalafil+%28Cialis%29&amp;quantity=30&amp;sort_type=popularity,60629
5,Walgreens,1571,543.84,https://www.goodrx.com/tadalafil-cialis?dosage=10mg&amp;form=tablet&amp;label_override=tadalafil+%28Cialis%29&amp;quantity=30&amp;sort_type=popularity,60629
6,Meijer Pharmacy,440,22.05,https://www.goodrx.com/tadalafil-cialis?dosage=10mg&amp;form=tablet&amp;label_override=tadalafil+%28Cialis%29&amp;quantity=30&amp;sort_type=popularity,60629
7,CVS Pharmacy,1477,467.20,https://www.goodrx.com/tadalafil-cialis?dosage=10mg&amp;form=tablet&amp;label_override=tadalafil+%28Cialis%29&amp;quantity=30&amp;sort_type=popularity,60629
8,Target (CVS),1476,467.20,https://www.goodrx.com/tadalafil-cialis?dosage=10mg&amp;form=tablet&amp;label_override=tadalafil+%28Cialis%29&amp;quantity=30&amp;sort_type=popularity,60629
9,Walmart Neighborhood Market,2040,30.19,https://www.goodrx.com/tadalafil-cialis?dosage=10mg&amp;form=tablet&amp;label_override=tadalafil+%28Cialis%29&amp;quantity=30&amp;sort_type=popularity,60629
10,"Community, a Walgreens Pharmacy",1571,543.84,https://www.goodrx.com/tadalafil-cialis?dosage=10mg&amp;form=tablet&amp;label_override=tadalafil+%28Cialis%29&amp;quantity=30&amp;sort_type=popularity,60629
